Year,CA,ODS,Indicador,Descripción,Value
2013,CASTILLA Y LEÓN,Reducción de las desigualdades,10.1.1.3,Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,-1.409752456
2014,CASTILLA Y LEÓN,Reducción de las desigualdades,10.1.1.3,Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,-1.710170998
2015,CASTILLA Y LEÓN,Reducción de las desigualdades,10.1.1.3,Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,0.962831226
2016,CASTILLA Y LEÓN,Reducción de las desigualdades,10.1.1.3,Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,0.971059335
2017,CASTILLA Y LEÓN,Reducción de las desigualdades,10.1.1.3,Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,1.610275463
2018,CASTILLA Y LEÓN,Reducción de las desigualdades,10.1.1.3,Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,0.768555307
2015,CASTILLA Y LEÓN,Reducción de las desigualdades,10.1.1.4,Tasas de crecimiento per cápita de los ingresos de los hogares de la población total,-0.7
2016,CASTILLA Y LEÓN,Reducción de las desigualdades,10.1.1.4,Tasas de crecimiento per cápita de los ingresos de los hogares de la población total,"0,000"
2017,CASTILLA Y LEÓN,Reducción de las desigualdades,10.1.1.4,Tasas de crecimiento per cápita de los ingresos de los hogares de la población total,0.7
2018,CASTILLA Y LEÓN,Reducción de las desigualdades,10.1.1.4,Tasas de crecimiento per cápita de los ingresos de los hogares de la población total,"44198,000"
2010,CASTILLA Y LEÓN,Reducción de las desigualdades,10.2.1.1,Proporción de personas que viven por debajo del 50% de la mediana de los ingresos,"12,000"
2011,CASTILLA Y LEÓN,Reducción de las desigualdades,10.2.1.1,Proporción de personas que viven por debajo del 50% de la mediana de los ingresos,"44295,000"
2012,CASTILLA Y LEÓN,Reducción de las desigualdades,10.2.1.1,Proporción de personas que viven por debajo del 50% de la mediana de los ingresos,"44237,000"
2013,CASTILLA Y LEÓN,Reducción de las desigualdades,10.2.1.1,Proporción de personas que viven por debajo del 50% de la mediana de los ingresos,"44388,000"
2014,CASTILLA Y LEÓN,Reducción de las desigualdades,10.2.1.1,Proporción de personas que viven por debajo del 50% de la mediana de los ingresos,"44242,000"
2015,CASTILLA Y LEÓN,Reducción de las desigualdades,10.2.1.1,Proporción de personas que viven por debajo del 50% de la mediana de los ingresos,"44241,000"
2016,CASTILLA Y LEÓN,Reducción de las desigualdades,10.2.1.1,Proporción de personas que viven por debajo del 50% de la mediana de los ingresos,"44420,000"
2017,CASTILLA Y LEÓN,Reducción de las desigualdades,10.2.1.1,Proporción de personas que viven por debajo del 50% de la mediana de los ingresos,"44297,000"
2018,CASTILLA Y LEÓN,Reducción de las desigualdades,10.2.1.1,Proporción de personas que viven por debajo del 50% de la mediana de los ingresos,"44418,000"
2010,CASTILLA Y LEÓN,Reducción de las desigualdades,10.2.1.1_1,Proporción de personas que viven por debajo del 50% de la mediana de los ingresos. cogiendo mediana de cada comunidad autónoma,"16772,000"
2011,CASTILLA Y LEÓN,Reducción de las desigualdades,10.2.1.1_1,Proporción de personas que viven por debajo del 50% de la mediana de los ingresos. cogiendo mediana de cada comunidad autónoma,"34608,000"
2012,CASTILLA Y LEÓN,Reducción de las desigualdades,10.2.1.1_1,Proporción de personas que viven por debajo del 50% de la mediana de los ingresos. cogiendo mediana de cada comunidad autónoma,"44327,000"
2013,CASTILLA Y LEÓN,Reducción de las desigualdades,10.2.1.1_1,Proporción de personas que viven por debajo del 50% de la mediana de los ingresos. cogiendo mediana de cada comunidad autónoma,13.58
2014,CASTILLA Y LEÓN,Reducción de las desigualdades,10.2.1.1_1,Proporción de personas que viven por debajo del 50% de la mediana de los ingresos. cogiendo mediana de cada comunidad autónoma,16.38
2015,CASTILLA Y LEÓN,Reducción de las desigualdades,10.2.1.1_1,Proporción de personas que viven por debajo del 50% de la mediana de los ingresos. cogiendo mediana de cada comunidad autónoma,14.52
2016,CASTILLA Y LEÓN,Reducción de las desigualdades,10.2.1.1_1,Proporción de personas que viven por debajo del 50% de la mediana de los ingresos. cogiendo mediana de cada comunidad autónoma,13.52
2017,CASTILLA Y LEÓN,Reducción de las desigualdades,10.2.1.1_1,Proporción de personas que viven por debajo del 50% de la mediana de los ingresos. cogiendo mediana de cada comunidad autónoma,"30286,000"
2018,CASTILLA Y LEÓN,Reducción de las desigualdades,10.2.1.1_1,Proporción de personas que viven por debajo del 50% de la mediana de los ingresos. cogiendo mediana de cada comunidad autónoma,"44358,000"
2010,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.1.1.1,,"19182,000"
2011,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.1.1.1,,14.5027
2012,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.1.1.1,,"13089,000"
2013,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.1.1.1,,"1991578,000"
2014,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.1.1.1,,"980983,000"
2015,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.1.1.1,,"2483194,000"
2016,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.1.1.1,,14.5596
2017,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.1.1.1,,"-508901,000"
2018,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.1.1.1,,"9242,000"
2010,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.1.1.2,,"1133104,000"
2011,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.1.1.2,,"1689339,000"
2012,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.1.1.2,,"2678842,000"
2013,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.1.1.2,,"2932685,000"
2014,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.1.1.2,,"763967,000"
2015,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.1.1.2,,"1339924,000"
2016,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.1.1.2,,"2238329,000"
2017,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.1.1.2,,"1613763,000"
2018,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.1.1.2,,"616622,000"
2010,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.5.1.1,Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,0.11786027
2010,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.5.1.1,Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,0.11786027
2011,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.5.1.1,Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,0.157395792
2011,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.5.1.1,Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,0.157395792
2012,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.5.1.1,Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,0.079146077
2012,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.5.1.1,Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,0.079146077
2013,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.5.1.1,Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,"0,000"
2013,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.5.1.1,Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,"0,000"
2014,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.5.1.1,Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,0.120708077
2014,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.5.1.1,Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,0.120708077
2015,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.5.1.1,Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,"0,000"
2015,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.5.1.1,Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,"0,000"
2016,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.5.1.1,Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,0.327324062
2016,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.5.1.1,Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,0.327324062
2017,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.5.1.1,Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,0.123796093
2017,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.5.1.1,Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,0.123796093
2018,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.5.1.1,Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,0.082974855
2018,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.5.1.1,Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,0.082974855
2010,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.6.1.1,,464.453538892
2011,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.6.1.1,,491.443571248
2012,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.6.1.1,,449.222449152
2013,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.6.1.1,,406.523109579
2014,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.6.1.1,,428.703977532
2015,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.6.1.1,,433.183182879
2016,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.6.1.1,,435.728895474
2017,CASTILLA Y LEÓN,Ciudades y comunidades sostenibles,11.6.1.1,,443.786261936
2010,CASTILLA Y LEÓN,Acción por el clima,13.1.2.1,,0.11786027
2010,CASTILLA Y LEÓN,Acción por el clima,13.1.2.1,,0.11786027
2011,CASTILLA Y LEÓN,Acción por el clima,13.1.2.1,,0.157395792
2011,CASTILLA Y LEÓN,Acción por el clima,13.1.2.1,,0.157395792
2012,CASTILLA Y LEÓN,Acción por el clima,13.1.2.1,,0.079146077
2012,CASTILLA Y LEÓN,Acción por el clima,13.1.2.1,,0.079146077
2013,CASTILLA Y LEÓN,Acción por el clima,13.1.2.1,,"0,000"
2013,CASTILLA Y LEÓN,Acción por el clima,13.1.2.1,,"0,000"
2014,CASTILLA Y LEÓN,Acción por el clima,13.1.2.1,,0.120708077
2014,CASTILLA Y LEÓN,Acción por el clima,13.1.2.1,,0.120708077
2015,CASTILLA Y LEÓN,Acción por el clima,13.1.2.1,,"0,000"
2015,CASTILLA Y LEÓN,Acción por el clima,13.1.2.1,,"0,000"
2016,CASTILLA Y LEÓN,Acción por el clima,13.1.2.1,,0.327324062
2016,CASTILLA Y LEÓN,Acción por el clima,13.1.2.1,,0.327324062
2017,CASTILLA Y LEÓN,Acción por el clima,13.1.2.1,,0.123796093
2017,CASTILLA Y LEÓN,Acción por el clima,13.1.2.1,,0.123796093
2018,CASTILLA Y LEÓN,Acción por el clima,13.1.2.1,,0.082974855
2018,CASTILLA Y LEÓN,Acción por el clima,13.1.2.1,,0.082974855
2017,CASTILLA Y LEÓN,Acción por el clima,13.2.1.1,Total de Emisiones de Gases Efecto Invernadero de las unidades residentes per capita,13.024090718
2018,CASTILLA Y LEÓN,Acción por el clima,13.2.1.1,Total de Emisiones de Gases Efecto Invernadero de las unidades residentes per capita,11.722271569
2017,CASTILLA Y LEÓN,Acción por el clima,13.2.1.2,Total de Emisiones de Gases Efecto Invernadero de las unidades residentes por PIB,0.571238999
2018,CASTILLA Y LEÓN,Acción por el clima,13.2.1.2,Total de Emisiones de Gases Efecto Invernadero de las unidades residentes por PIB,0.501423575
2013,CASTILLA Y LEÓN,Paz. justicia e instituciones sólidas,16.1.4.1,Proporción de la población que se siente segura al caminar sola en su zona de residencia ,84.23
2010,CASTILLA Y LEÓN,Alianzas para lograr los objetivos,17.8.1.1,,60.13
2011,CASTILLA Y LEÓN,Alianzas para lograr los objetivos,17.8.1.1,,64.47
2012,CASTILLA Y LEÓN,Alianzas para lograr los objetivos,17.8.1.1,,66.61
2013,CASTILLA Y LEÓN,Alianzas para lograr los objetivos,17.8.1.1,,71.66
2014,CASTILLA Y LEÓN,Alianzas para lograr los objetivos,17.8.1.1,,74.89
2015,CASTILLA Y LEÓN,Alianzas para lograr los objetivos,17.8.1.1,,77.55
2016,CASTILLA Y LEÓN,Alianzas para lograr los objetivos,17.8.1.1,,77.03
2017,CASTILLA Y LEÓN,Alianzas para lograr los objetivos,17.8.1.1,,81.34
2018,CASTILLA Y LEÓN,Alianzas para lograr los objetivos,17.8.1.1,,82.53
2019,CASTILLA Y LEÓN,Alianzas para lograr los objetivos,17.8.1.1,,88.57
2011,CASTILLA Y LEÓN,Hambre cero,2.2.2.1,Proporción de menores de 2 a 17 años con obesidad. sobrepeso o peso insuficiente,37.349952298
2012,CASTILLA Y LEÓN,Hambre cero,2.2.2.1,Proporción de menores de 2 a 17 años con obesidad. sobrepeso o peso insuficiente,37.349952298
2017,CASTILLA Y LEÓN,Hambre cero,2.2.2.1,Proporción de menores de 2 a 17 años con obesidad. sobrepeso o peso insuficiente,39.169169674
2010,CASTILLA Y LEÓN,Hambre cero,2.4.1.1,,0.397733515
2011,CASTILLA Y LEÓN,Hambre cero,2.4.1.1,,0.47393351
2012,CASTILLA Y LEÓN,Hambre cero,2.4.1.1,,0.565868569
2013,CASTILLA Y LEÓN,Hambre cero,2.4.1.1,,0.553872732
2014,CASTILLA Y LEÓN,Hambre cero,2.4.1.1,,0.601683103
2015,CASTILLA Y LEÓN,Hambre cero,2.4.1.1,,0.528070434
2016,CASTILLA Y LEÓN,Hambre cero,2.4.1.1,,0.657267484
2017,CASTILLA Y LEÓN,Hambre cero,2.4.1.1,,0.68043292
2018,CASTILLA Y LEÓN,Hambre cero,2.4.1.1,,0.774966712
2019,CASTILLA Y LEÓN,Hambre cero,2.4.1.1,,0.918588011
2010,CASTILLA Y LEÓN,Salud y bienestar,3.1.1.1,Tasa de mortalidad materna,"32234,000"
2011,CASTILLA Y LEÓN,Salud y bienestar,3.1.1.1,Tasa de mortalidad materna,"44260,000"
2012,CASTILLA Y LEÓN,Salud y bienestar,3.1.1.1,Tasa de mortalidad materna,"45778,000"
2013,CASTILLA Y LEÓN,Salud y bienestar,3.1.1.1,Tasa de mortalidad materna,"22402,000"
2014,CASTILLA Y LEÓN,Salud y bienestar,3.1.1.1,Tasa de mortalidad materna,"0,000"
2015,CASTILLA Y LEÓN,Salud y bienestar,3.1.1.1,Tasa de mortalidad materna,"27515,000"
2016,CASTILLA Y LEÓN,Salud y bienestar,3.1.1.1,Tasa de mortalidad materna,"0,000"
2017,CASTILLA Y LEÓN,Salud y bienestar,3.1.1.1,Tasa de mortalidad materna,"0,000"
2018,CASTILLA Y LEÓN,Salud y bienestar,3.1.1.1,Tasa de mortalidad materna,"44268,000"
2010,CASTILLA Y LEÓN,Salud y bienestar,3.2.1.1,Tasa de mortalidad de niños menores de 5 años,"18688,000"
2011,CASTILLA Y LEÓN,Salud y bienestar,3.2.1.1,Tasa de mortalidad de niños menores de 5 años,"41365,000"
2012,CASTILLA Y LEÓN,Salud y bienestar,3.2.1.1,Tasa de mortalidad de niños menores de 5 años,"19054,000"
2013,CASTILLA Y LEÓN,Salud y bienestar,3.2.1.1,Tasa de mortalidad de niños menores de 5 años,"44380,000"
2014,CASTILLA Y LEÓN,Salud y bienestar,3.2.1.1,Tasa de mortalidad de niños menores de 5 años,"44410,000"
2015,CASTILLA Y LEÓN,Salud y bienestar,3.2.1.1,Tasa de mortalidad de niños menores de 5 años,"23774,000"
2016,CASTILLA Y LEÓN,Salud y bienestar,3.2.1.1,Tasa de mortalidad de niños menores de 5 años,"44350,000"
2017,CASTILLA Y LEÓN,Salud y bienestar,3.2.1.1,Tasa de mortalidad de niños menores de 5 años,"24898,000"
2018,CASTILLA Y LEÓN,Salud y bienestar,3.2.1.1,Tasa de mortalidad de niños menores de 5 años,"44533,000"
2010,CASTILLA Y LEÓN,Salud y bienestar,3.2.2.1,Tasa de mortalidad neonatal,"23408,000"
2011,CASTILLA Y LEÓN,Salud y bienestar,3.2.2.1,Tasa de mortalidad neonatal,"24898,000"
2012,CASTILLA Y LEÓN,Salud y bienestar,3.2.2.1,Tasa de mortalidad neonatal,"19025,000"
2013,CASTILLA Y LEÓN,Salud y bienestar,3.2.2.1,Tasa de mortalidad neonatal,"44442,000"
2014,CASTILLA Y LEÓN,Salud y bienestar,3.2.2.1,Tasa de mortalidad neonatal,"44288,000"
2015,CASTILLA Y LEÓN,Salud y bienestar,3.2.2.1,Tasa de mortalidad neonatal,"41306,000"
2016,CASTILLA Y LEÓN,Salud y bienestar,3.2.2.1,Tasa de mortalidad neonatal,"44288,000"
2017,CASTILLA Y LEÓN,Salud y bienestar,3.2.2.1,Tasa de mortalidad neonatal,"42430,000"
2018,CASTILLA Y LEÓN,Salud y bienestar,3.2.2.1,Tasa de mortalidad neonatal,"43497,000"
2010,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,331.6
2011,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,326.1
2012,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,337.6
2013,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,330.8
2014,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,332.7
2015,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,"354,000"
2016,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,339.9
2017,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,349.6
2018,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,341.8
2010,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,40.8
2011,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,40.5
2012,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,44.3
2013,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,40.14
2014,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,43.9
2015,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,40.7
2016,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,36.6
2017,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,37.2
2018,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,34.3
2010,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,"44405,000"
2011,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,32.7
2012,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,36.6
2013,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,33.4
2014,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,36.3
2015,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,35.1
2016,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,34.1
2017,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,31.6
2018,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,33.6
2010,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,"298,000"
2011,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,294.6
2012,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,304.2
2013,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,308.7
2014,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,304.5
2015,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,306.4
2016,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,307.6
2017,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,306.4
2018,CASTILLA Y LEÓN,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,"310,000"
2010,CASTILLA Y LEÓN,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,"18111,000"
2011,CASTILLA Y LEÓN,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,"42552,000"
2012,CASTILLA Y LEÓN,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,"33420,000"
2013,CASTILLA Y LEÓN,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,"14093,000"
2014,CASTILLA Y LEÓN,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,"24351,000"
2015,CASTILLA Y LEÓN,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,"44448,000"
2016,CASTILLA Y LEÓN,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,"44416,000"
2017,CASTILLA Y LEÓN,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,"9,000"
2018,CASTILLA Y LEÓN,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,"30895,000"
2010,CASTILLA Y LEÓN,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,"28672,000"
2011,CASTILLA Y LEÓN,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,"11871,000"
2012,CASTILLA Y LEÓN,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,"44233,000"
2013,CASTILLA Y LEÓN,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,"46508,000"
2014,CASTILLA Y LEÓN,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,"46508,000"
2015,CASTILLA Y LEÓN,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,"43586,000"
2016,CASTILLA Y LEÓN,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,"22402,000"
2017,CASTILLA Y LEÓN,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,"28611,000"
2018,CASTILLA Y LEÓN,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,"26785,000"
2010,CASTILLA Y LEÓN,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,0.08
2011,CASTILLA Y LEÓN,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,0.06
2012,CASTILLA Y LEÓN,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,0.04
2013,CASTILLA Y LEÓN,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,0.1
2014,CASTILLA Y LEÓN,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,0.08
2015,CASTILLA Y LEÓN,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,0.1
2016,CASTILLA Y LEÓN,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,0.12
2017,CASTILLA Y LEÓN,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,0.14
2018,CASTILLA Y LEÓN,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,0.04
2010,CASTILLA Y LEÓN,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,"41518,000"
2011,CASTILLA Y LEÓN,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,"29068,000"
2012,CASTILLA Y LEÓN,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,"44446,000"
2013,CASTILLA Y LEÓN,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,"17715,000"
2014,CASTILLA Y LEÓN,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,"23924,000"
2015,CASTILLA Y LEÓN,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,"44354,000"
2016,CASTILLA Y LEÓN,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,"16984,000"
2017,CASTILLA Y LEÓN,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,"47270,000"
2018,CASTILLA Y LEÓN,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,"44413,000"
2015,CASTILLA Y LEÓN,Salud y bienestar,3.8.1.1,,0.7058
2016,CASTILLA Y LEÓN,Salud y bienestar,3.8.1.1,,0.1554
2017,CASTILLA Y LEÓN,Salud y bienestar,3.8.1.1,,0.0205
2018,CASTILLA Y LEÓN,Salud y bienestar,3.8.1.1,,0.2124
2010,CASTILLA Y LEÓN,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,"44256,000"
