CA;ODS;Indicador;Descripción;Año;Valor
CATALUÑA ;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;2015;3569,778487
CATALUÑA ;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;2016;3713,920527
CATALUÑA ;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;2017;3881,913874
CATALUÑA ;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;2018;4043,425732
COMUNITAT VALENCIANA;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;2010;99,95062899
COMUNITAT VALENCIANA;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;2011;99,95258123
COMUNITAT VALENCIANA;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;2012;99,95708339
COMUNITAT VALENCIANA;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;2013;99,93777942
COMUNITAT VALENCIANA;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;2014;99,94701682
COMUNITAT VALENCIANA;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;2015;99,95295667
COMUNITAT VALENCIANA;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;2016;99,94409606
COMUNITAT VALENCIANA;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;2017;99,9570273
COMUNITAT VALENCIANA;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;2018;99,93306201
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.1;;2010;22,7
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.1;;2011;22
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.1;;2012;25
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.1;;2013;23,6
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.1;;2014;26,2
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.1;;2015;25,3
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.1;;2016;24,4
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.1;;2017;25,6
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.1;;2018;26
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;2010;19,9
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;2011;18,9
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;2012;23,1
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;2013;17,3
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;2014;20,5
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;2015;18,5
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;2016;19
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;2017;22,9
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;2018;22,8
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.2;;2010;18,1014
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.2;;2011;17,7743
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.2;;2012;22,5234
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.2;;2013;20,8659
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.2;;2014;24,4297
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.2;;2015;23,0211
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.2;;2016;23,1306
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.2;;2017;24,2309
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.2;;2018;22,9888
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.2_1;;2010;15,1912
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.2_1;;2011;16,6563
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.2_1;;2012;20,9439
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.2_1;;2013;17,8042
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.2_1;;2014;19,8246
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.2_1;;2015;17,2906
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.2_1;;2016;17,231
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.2_1;;2017;19,7183
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.1.2_1;;2018;20,2582
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;2010;29,6
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;2011;27,9
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;2012;30,6
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;2013;31,7
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;2014;34,7
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;2015;32,9
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;2016;30,5
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;2017;31,3
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;2018;30,2
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;2010;27,5
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;2011;25,7
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;2012;28,9
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;2013;26,5
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;2014;31,2
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;2015;27,7
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;2016;26,2
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;2017;29,2
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;2018;27,6
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.2;Población con carencia material severa;2010;5,6
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.2;Población con carencia material severa;2011;3,9
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.2;Población con carencia material severa;2012;6,4
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.2;Población con carencia material severa;2013;7,1
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.2;Población con carencia material severa;2014;11,3
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.2;Población con carencia material severa;2015;6,7
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.2;Población con carencia material severa;2016;7,5
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.2;Población con carencia material severa;2017;7,4
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.2;Población con carencia material severa;2018;2,9
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;2010;13,5
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;2011;14,7
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;2012;15
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;2013;16,9
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;2014;18,1
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;2015;18,1
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;2016;14,6
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;2017;13,6
COMUNITAT VALENCIANA;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;2018;10,7
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.1.1.1;Tasas de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población, cogiendo el 40% más pobre de cada Comunidad Autónoma;2015;-3,346108451
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.1.1.1;Tasas de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población, cogiendo el 40% más pobre de cada Comunidad Autónoma;2016;-1,780275007
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.1.1.1;Tasas de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población, cogiendo el 40% más pobre de cada Comunidad Autónoma;2017;0,106327369
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.1.1.1;Tasas de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población, cogiendo el 40% más pobre de cada Comunidad Autónoma;2018;3,150087824
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;2011;-1,285734207
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;2012;-2,259461721
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;2013;-2,385807599
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;2014;-1,742245686
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;2015;-0,660490747
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;2016;0,61133226
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;2017;1,201819329
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;2018;2,872580651
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;2011;-0,817969444
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;2012;-1,812270476
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;2013;-2,629858197
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;2014;-1,748643859
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;2015;-0,644469414
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;2016;0,197562481
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;2017;0,289628829
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;2018;3,266813221
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.1.1.4;Tasas de crecimiento per cápita de los ingresos de los hogares de la población total;2015;-2,926252397
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.1.1.4;Tasas de crecimiento per cápita de los ingresos de los hogares de la población total;2016;-1,973132383
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.1.1.4;Tasas de crecimiento per cápita de los ingresos de los hogares de la población total;2017;-0,330133764
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.1.1.4;Tasas de crecimiento per cápita de los ingresos de los hogares de la población total;2018;1,765028146
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;2010;16,3
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;2011;14,4
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;2012;18,7
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;2013;15,5
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;2014;17,2
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;2015;16,4
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;2016;17,6
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;2017;19,9
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;2018;17,5
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;2010;14,8
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;2011;12,9
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;2012;15,8
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;2013;12,7
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;2014;13
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;2015;12
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;2016;15,2
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;2017;18,1
COMUNITAT VALENCIANA;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;2018;14,8
COMUNITAT VALENCIANA;Ciudades y comunidades sostenibles;11.1.1.1;;2010;16,4482
COMUNITAT VALENCIANA;Ciudades y comunidades sostenibles;11.1.1.1;;2011;12,1869
COMUNITAT VALENCIANA;Ciudades y comunidades sostenibles;11.1.1.1;;2012;8,512
COMUNITAT VALENCIANA;Ciudades y comunidades sostenibles;11.1.1.1;;2013;11,2546
COMUNITAT VALENCIANA;Ciudades y comunidades sostenibles;11.1.1.1;;2014;12,0966
COMUNITAT VALENCIANA;Ciudades y comunidades sostenibles;11.1.1.1;;2015;13,4615
COMUNITAT VALENCIANA;Ciudades y comunidades sostenibles;11.1.1.1;;2016;15,5993
COMUNITAT VALENCIANA;Ciudades y comunidades sostenibles;11.1.1.1;;2017;13,3146
COMUNITAT VALENCIANA;Ciudades y comunidades sostenibles;11.1.1.1;;2018;13,4196
COMUNITAT VALENCIANA;Ciudades y comunidades sostenibles;11.1.1.2;;2010;9,1329
COMUNITAT VALENCIANA;Ciudades y comunidades sostenibles;11.1.1.2;;2011;9,2131
COMUNITAT VALENCIANA;Ciudades y comunidades sostenibles;11.1.1.2;;2012;11,4739
COMUNITAT VALENCIANA;Ciudades y comunidades sostenibles;11.1.1.2;;2013;10,9866
COMUNITAT VALENCIANA;Ciudades y comunidades sostenibles;11.1.1.2;;2014;9,4111
COMUNITAT VALENCIANA;Ciudades y comunidades sostenibles;11.1.1.2;;2015;11,4525
COMUNITAT VALENCIANA;Ciudades y comunidades sostenibles;11.1.1.2;;2016;11,1172
COMUNITAT VALENCIANA;Ciudades y comunidades sostenibles;11.1.1.2;;2017;11,1679
COMUNITAT VALENCIANA;Ciudades y comunidades sostenibles;11.1.1.2;;2018;9,3118
COMUNITAT VALENCIANA;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2010;0,120266462
COMUNITAT VALENCIANA;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2011;0,099957578
COMUNITAT VALENCIANA;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2012;0,100013222
COMUNITAT VALENCIANA;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2013;0,0201328
COMUNITAT VALENCIANA;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2014;0,020212858
COMUNITAT VALENCIANA;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2015;0,040557413
COMUNITAT VALENCIANA;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2016;0,142049577
COMUNITAT VALENCIANA;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2017;0,081136956
COMUNITAT VALENCIANA;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2018;0,181874839
COMUNITAT VALENCIANA;Acción por el clima;13.1.2.1;;2010;0,120266462
COMUNITAT VALENCIANA;Acción por el clima;13.1.2.1;;2011;0,099957578
COMUNITAT VALENCIANA;Acción por el clima;13.1.2.1;;2012;0,100013222
COMUNITAT VALENCIANA;Acción por el clima;13.1.2.1;;2013;0,0201328
COMUNITAT VALENCIANA;Acción por el clima;13.1.2.1;;2014;0,020212858
COMUNITAT VALENCIANA;Acción por el clima;13.1.2.1;;2015;0,040557413
COMUNITAT VALENCIANA;Acción por el clima;13.1.2.1;;2016;0,142049577
COMUNITAT VALENCIANA;Acción por el clima;13.1.2.1;;2017;0,081136956
COMUNITAT VALENCIANA;Acción por el clima;13.1.2.1;;2018;0,181874839
COMUNITAT VALENCIANA;Acción por el clima;13.2.1.1;Total de Emisiones de Gases Efecto Invernadero de las unidades residentes per capita;2017;5,226802133
COMUNITAT VALENCIANA;Acción por el clima;13.2.1.1;Total de Emisiones de Gases Efecto Invernadero de las unidades residentes per capita;2018;5,245351178
COMUNITAT VALENCIANA;Acción por el clima;13.2.1.2;Total de Emisiones de Gases Efecto Invernadero de las unidades residentes por PIB;2017;0,242754629
COMUNITAT VALENCIANA;Acción por el clima;13.2.1.2;Total de Emisiones de Gases Efecto Invernadero de las unidades residentes por PIB;2018;0,240009973
COMUNITAT VALENCIANA;Paz, justicia e instituciones sólidas;16.1.4.1;Proporción de la población que se siente segura al caminar sola en su zona de residencia ;2013;78,2
COMUNITAT VALENCIANA;Hambre cero;2.2.2.1;Proporción de menores de 2 a 17 años con obesidad, sobrepeso o peso insuficiente;2011;38,71959341
COMUNITAT VALENCIANA;Hambre cero;2.2.2.1;Proporción de menores de 2 a 17 años con obesidad, sobrepeso o peso insuficiente;2012;38,71959341
COMUNITAT VALENCIANA;Hambre cero;2.2.2.1;Proporción de menores de 2 a 17 años con obesidad, sobrepeso o peso insuficiente;2017;40,18965064
COMUNITAT VALENCIANA;Salud y bienestar;3.8.1.1;;2015;1,3011
COMUNITAT VALENCIANA;Salud y bienestar;3.8.1.1;;2016;1,6558
COMUNITAT VALENCIANA;Salud y bienestar;3.8.1.1;;2017;0,2333
COMUNITAT VALENCIANA;Salud y bienestar;3.8.1.1;;2018;0,1355
COMUNITAT VALENCIANA;Salud y bienestar;3.a.1.1;Porcentaje de fumadores diarios. Población de 15 y más años.;2011;27,56324854
COMUNITAT VALENCIANA;Salud y bienestar;3.a.1.1;Porcentaje de fumadores diarios. Población de 15 y más años.;2012;27,56324854
COMUNITAT VALENCIANA;Salud y bienestar;3.a.1.1;Porcentaje de fumadores diarios. Población de 15 y más años.;2014;21,96055623
COMUNITAT VALENCIANA;Salud y bienestar;3.a.1.1;Porcentaje de fumadores diarios. Población de 15 y más años.;2017;24,76278659
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.1;;2010;43,94093388
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.1;;2011;44,85545588
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.1;;2012;45,70668197
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.1;;2013;46,57790784
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.1;;2014;47,4930127
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.1;;2015;48,3867011
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.1;;2016;49,53715074
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.1;;2017;50,56777552
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.1;;2018;51,5641404
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.2;Número de enfermeras por cada 10.000 habitantes;2010;49,2217672
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.2;Número de enfermeras por cada 10.000 habitantes;2011;50,28298401
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.2;Número de enfermeras por cada 10.000 habitantes;2012;50,74175604
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.2;Número de enfermeras por cada 10.000 habitantes;2013;50,75026829
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.2;Número de enfermeras por cada 10.000 habitantes;2014;51,67142609
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.2;Número de enfermeras por cada 10.000 habitantes;2015;53,85874108
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.2;Número de enfermeras por cada 10.000 habitantes;2016;55,45194368
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.2;Número de enfermeras por cada 10.000 habitantes;2017;56,81899741
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.2;Número de enfermeras por cada 10.000 habitantes;2018;57,2124168
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.3;Número de dentistas por cada 10.000 habitantes;2010;5,578880347
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.3;Número de dentistas por cada 10.000 habitantes;2011;5,874665421
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.3;Número de dentistas por cada 10.000 habitantes;2012;6,105854462
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.3;Número de dentistas por cada 10.000 habitantes;2013;6,67618024
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.3;Número de dentistas por cada 10.000 habitantes;2014;6,964022322
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.3;Número de dentistas por cada 10.000 habitantes;2015;7,343360068
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.3;Número de dentistas por cada 10.000 habitantes;2016;7,637154707
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.3;Número de dentistas por cada 10.000 habitantes;2017;7,953527462
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.3;Número de dentistas por cada 10.000 habitantes;2018;8,182965562
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.4;Número de farmacéuticos por cada 10.000 habitantes;2010;13,41011612
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.4;Número de farmacéuticos por cada 10.000 habitantes;2011;13,3442536
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.4;Número de farmacéuticos por cada 10.000 habitantes;2012;13,31457262
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.4;Número de farmacéuticos por cada 10.000 habitantes;2013;13,59447037
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.4;Número de farmacéuticos por cada 10.000 habitantes;2014;13,91589809
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.4;Número de farmacéuticos por cada 10.000 habitantes;2015;14,29339825
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.4;Número de farmacéuticos por cada 10.000 habitantes;2016;14,74341673
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.4;Número de farmacéuticos por cada 10.000 habitantes;2017;15,05792388
COMUNITAT VALENCIANA;Salud y bienestar;3.c.1.4;Número de farmacéuticos por cada 10.000 habitantes;2018;15,47547332
COMUNITAT VALENCIANA;Educación de calidad;4.3.1.1;Personas entre 18 y 64 años de edad que han realizado actividades educativas en los últimos 12 meses según tipo de educación;2011;39,16835272
COMUNITAT VALENCIANA;Educación de calidad;4.3.1.1;Personas entre 18 y 64 años de edad que han realizado actividades educativas en los últimos 12 meses según tipo de educación;2016;47,17107971
COMUNITAT VALENCIANA;Educación de calidad;4.3.1.2;;2010;12,14711237
COMUNITAT VALENCIANA;Educación de calidad;4.3.1.2;;2011;12,0003672
COMUNITAT VALENCIANA;Educación de calidad;4.3.1.2;;2012;13,14278589
