"CA","ODS","Indicador","Descripción","Año","Valor"
"CASTILLA - LA MANCHA","Salud y bienestar","3.6.1.1","Tasa de mortalidad por lesiones debidas a accidentes de tráfico",2018,"4,432929773"
"CASTILLA - LA MANCHA","Salud y bienestar","3.7.2.1","Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad",2010,"0,137477698"
"CASTILLA - LA MANCHA","Salud y bienestar","3.7.2.1","Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad",2011,"0,097626175"
"CASTILLA - LA MANCHA","Salud y bienestar","3.7.2.1","Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad",2012,"0,156089119"
"CASTILLA - LA MANCHA","Salud y bienestar","3.7.2.1","Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad",2013,"0,156084306"
"CASTILLA - LA MANCHA","Salud y bienestar","3.7.2.1","Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad",2014,"0,078095642"
"CASTILLA - LA MANCHA","Salud y bienestar","3.7.2.1","Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad",2015,"0,077973364"
"CASTILLA - LA MANCHA","Salud y bienestar","3.7.2.1","Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad",2016,"0,116202767"
"CASTILLA - LA MANCHA","Salud y bienestar","3.7.2.1","Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad",2017,"0,229522435"
"CASTILLA - LA MANCHA","Salud y bienestar","3.7.2.1","Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad",2018,"0,07515758"
"CASTILLA - LA MANCHA","Salud y bienestar","3.7.2.2","Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad",2010,"10,577673398"
"CASTILLA - LA MANCHA","Salud y bienestar","3.7.2.2","Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad",2011,"8,842917401"
"CASTILLA - LA MANCHA","Salud y bienestar","3.7.2.2","Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad",2012,"9,311445946"
"CASTILLA - LA MANCHA","Salud y bienestar","3.7.2.2","Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad",2013,"8,201517236"
"CASTILLA - LA MANCHA","Salud y bienestar","3.7.2.2","Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad",2014,"8,068142305"
"CASTILLA - LA MANCHA","Salud y bienestar","3.7.2.2","Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad",2015,"8,308055345"
"CASTILLA - LA MANCHA","Salud y bienestar","3.7.2.2","Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad",2016,"8,285877131"
"CASTILLA - LA MANCHA","Salud y bienestar","3.7.2.2","Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad",2017,"7,880721749"
"CASTILLA - LA MANCHA","Salud y bienestar","3.7.2.2","Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad",2018,"7,17992389"
"CASTILLA - LA MANCHA","Salud y bienestar","3.9.3.1","Tasa de mortalidad atribuida a intoxicaciones involuntarias",2010,"0,717509038"
"CASTILLA - LA MANCHA","Salud y bienestar","3.9.3.1","Tasa de mortalidad atribuida a intoxicaciones involuntarias",2011,"0,855791115"
"CASTILLA - LA MANCHA","Salud y bienestar","3.9.3.1","Tasa de mortalidad atribuida a intoxicaciones involuntarias",2012,"1,571873936"
"CASTILLA - LA MANCHA","Salud y bienestar","3.9.3.1","Tasa de mortalidad atribuida a intoxicaciones involuntarias",2013,"1,583806396"
"CASTILLA - LA MANCHA","Salud y bienestar","3.9.3.1","Tasa de mortalidad atribuida a intoxicaciones involuntarias",2014,"0,967314445"
"CASTILLA - LA MANCHA","Salud y bienestar","3.9.3.1","Tasa de mortalidad atribuida a intoxicaciones involuntarias",2015,"0,827638853"
"CASTILLA - LA MANCHA","Salud y bienestar","3.9.3.1","Tasa de mortalidad atribuida a intoxicaciones involuntarias",2016,"1,419298446"
"CASTILLA - LA MANCHA","Salud y bienestar","3.9.3.1","Tasa de mortalidad atribuida a intoxicaciones involuntarias",2017,"1,229674707"
"CASTILLA - LA MANCHA","Salud y bienestar","3.9.3.1","Tasa de mortalidad atribuida a intoxicaciones involuntarias",2018,"0,738821629"
"CASTILLA - LA MANCHA","Salud y bienestar","3.a.1.1","Porcentaje de fumadores diarios. Población de 15 y más años.",2011,"24,519710372"
"CASTILLA - LA MANCHA","Salud y bienestar","3.a.1.1","Porcentaje de fumadores diarios. Población de 15 y más años.",2012,"24,519710372"
"CASTILLA - LA MANCHA","Salud y bienestar","3.a.1.1","Porcentaje de fumadores diarios. Población de 15 y más años.",2014,"23,409673447"
"CASTILLA - LA MANCHA","Salud y bienestar","3.a.1.1","Porcentaje de fumadores diarios. Población de 15 y más años.",2017,"24,550784564"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.1",,2010,"39,708307111"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.1",,2011,"40,385842685"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.1",,2012,"40,016405724"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.1",,2013,"40,333520143"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.1",,2014,"40,498999645"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.1",,2015,"40,895114452"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.1",,2016,"41,774888911"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.1",,2017,"42,72863015"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.1",,2018,"43,752030221"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.2","Número de enfermeras por cada 10.000 habitantes",2010,"56,358641047"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.2","Número de enfermeras por cada 10.000 habitantes",2011,"57,447139894"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.2","Número de enfermeras por cada 10.000 habitantes",2012,"55,791874583"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.2","Número de enfermeras por cada 10.000 habitantes",2013,"54,500849799"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.2","Número de enfermeras por cada 10.000 habitantes",2014,"54,499611444"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.2","Número de enfermeras por cada 10.000 habitantes",2015,"55,146664064"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.2","Número de enfermeras por cada 10.000 habitantes",2016,"56,361312122"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.2","Número de enfermeras por cada 10.000 habitantes",2017,"57,586484273"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.2","Número de enfermeras por cada 10.000 habitantes",2018,"58,116534808"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.3","Número de dentistas por cada 10.000 habitantes",2010,"3,520628549"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.3","Número de dentistas por cada 10.000 habitantes",2011,"3,737055637"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.3","Número de dentistas por cada 10.000 habitantes",2012,"3,996388449"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.3","Número de dentistas por cada 10.000 habitantes",2013,"4,129728407"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.3","Número de dentistas por cada 10.000 habitantes",2014,"4,319440829"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.3","Número de dentistas por cada 10.000 habitantes",2015,"4,568304944"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.3","Número de dentistas por cada 10.000 habitantes",2016,"4,630221677"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.3","Número de dentistas por cada 10.000 habitantes",2017,"4,821422861"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.3","Número de dentistas por cada 10.000 habitantes",2018,"4,87498753"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.4","Número de farmacéuticos por cada 10.000 habitantes",2010,"12,443683044"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.4","Número de farmacéuticos por cada 10.000 habitantes",2011,"12,460017778"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.4","Número de farmacéuticos por cada 10.000 habitantes",2012,"12,547800291"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.4","Número de farmacéuticos por cada 10.000 habitantes",2013,"12,933711836"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.4","Número de farmacéuticos por cada 10.000 habitantes",2014,"13,113453919"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.4","Número de farmacéuticos por cada 10.000 habitantes",2015,"13,451120113"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.4","Número de farmacéuticos por cada 10.000 habitantes",2016,"13,684877402"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.4","Número de farmacéuticos por cada 10.000 habitantes",2017,"13,972286658"
"CASTILLA - LA MANCHA","Salud y bienestar","3.c.1.4","Número de farmacéuticos por cada 10.000 habitantes",2018,"14,084389376"
"CASTILLA - LA MANCHA","Educación de calidad","4.3.1.1","Personas entre 18 y 64 años de edad que han realizado actividades educativas en los últimos 12 meses según tipo de educación",2011,"35,840453354"
"CASTILLA - LA MANCHA","Educación de calidad","4.3.1.1","Personas entre 18 y 64 años de edad que han realizado actividades educativas en los últimos 12 meses según tipo de educación",2016,"48,204780414"
"CASTILLA - LA MANCHA","Educación de calidad","4.5.1.1","Índices de paridad (entre mujeres y hombres) de la población, entre 18 y 64 años de edad, que han realizado actividades educativas en los últimos 12 meses ",2011,"99,600218462"
"CASTILLA - LA MANCHA","Educación de calidad","4.5.1.1","Índices de paridad (entre mujeres y hombres) de la población, entre 18 y 64 años de edad, que han realizado actividades educativas en los últimos 12 meses ",2016,"88,637658507"
"CASTILLA - LA MANCHA","Educación de calidad","4.5.1.2","Índices de paridad (personas con limitaciones graves por problemas de salud y personas nada limitadas) de la población, entre 18 y 64 años de edad, que han realizado actividades educativas en los últimos 12 meses",2016,"29,851714192"
"CASTILLA - LA MANCHA","Educación de calidad","4.5.1.2_4.5.1.6","Índices de paridad (personas con limitaciones por problemas de salud y personas nada limitadas) de la población, entre 18 y 64 años de edad, que han realizado actividades educativas en los últimos 12 meses ",2016,"76,486425069"
"CASTILLA - LA MANCHA","Educación de calidad","4.5.1.4","Índices de paridad (entre cuartil de riqueza superior e inferior) de la población, entre 18 y 64 años de edad, que han realizado actividades educativas en los últimos 12 meses",2016,"50,205218823"
"CASTILLA - LA MANCHA","Educación de calidad","4.5.1.6","Índices de paridad (personas con limitaciones por problemas de salud pero no graves y personas nada limitadas) de la población, entre 18 y 64 años de edad, que han realizado actividades educativas en los últimos 12 meses ",2016,"82,171898737"
"CASTILLA - LA MANCHA","Igualdad de género","5.4.1.1","Tiempo dedicado al hogar y familia en un día promedio",2010,"184,750390623"
"CASTILLA - LA MANCHA","Igualdad de género","5.4.1.2","Tiempo dedicado al hogar y familia en un día promedio. Mujeres",2010,"267,792264037"
"CASTILLA - LA MANCHA","Igualdad de género","5.4.1.3","Tiempo dedicado al hogar y familia en un día promedio. Hombres",2010,"102,709471198"
"CASTILLA - LA MANCHA","Igualdad de género","5.a.1a.1","Porcentaje de titulares de explotaciones agrícolas, respecto al total de trabajadores en la agricultura",2010,"36,515795621"
"CASTILLA - LA MANCHA","Igualdad de género","5.a.1a.1","Porcentaje de titulares de explotaciones agrícolas, respecto al total de trabajadores en la agricultura",2014,"40,707319427"
"CASTILLA - LA MANCHA","Igualdad de género","5.a.1a.1","Porcentaje de titulares de explotaciones agrícolas, respecto al total de trabajadores en la agricultura",2017,"42,815367781"
"CASTILLA - LA MANCHA","Igualdad de género","5.a.1a.2","Porcentaje de hombres titulares de explotaciones agrícolas, respecto al total de hombres trabajadores en la agricultura",2010,"47,592254622"
"CASTILLA - LA MANCHA","Igualdad de género","5.a.1a.2","Porcentaje de hombres titulares de explotaciones agrícolas, respecto al total de hombres trabajadores en la agricultura",2014,"42,488148224"
"CASTILLA - LA MANCHA","Igualdad de género","5.a.1a.2","Porcentaje de hombres titulares de explotaciones agrícolas, respecto al total de hombres trabajadores en la agricultura",2017,"41,679089417"
"CASTILLA - LA MANCHA","Igualdad de género","5.a.1a.3","Porcentaje de mujeres titulares de explotaciones agrícolas, respecto al total de mujeres trabajadoras en la agricultura",2010,"20,95627046"
"CASTILLA - LA MANCHA","Igualdad de género","5.a.1a.3","Porcentaje de mujeres titulares de explotaciones agrícolas, respecto al total de mujeres trabajadoras en la agricultura",2014,"37,161302735"
"CASTILLA - LA MANCHA","Igualdad de género","5.a.1a.3","Porcentaje de mujeres titulares de explotaciones agrícolas, respecto al total de mujeres trabajadoras en la agricultura",2017,"45,575678326"
"CASTILLA - LA MANCHA","Igualdad de género","5.a.1b.1","Porcentaje de mujeres titulares de explotaciones agrícolas, respecto al total de titulares de explotaciones agrícolas",2010,"29,186191479"
"CASTILLA - LA MANCHA","Igualdad de género","5.a.1b.1","Porcentaje de mujeres titulares de explotaciones agrícolas, respecto al total de titulares de explotaciones agrícolas",2014,"30,522536126"
"CASTILLA - LA MANCHA","Igualdad de género","5.a.1b.1","Porcentaje de mujeres titulares de explotaciones agrícolas, respecto al total de titulares de explotaciones agrícolas",2017,"31,03650935"
"CASTILLA - LA MANCHA","Igualdad de género","5.a.1b.2","Porcentaje de mujeres titulares de explotaciones agrícolas en propiedad, respecto al total de titulares de explotaciones agrícolas en propiedad",2010,"24,606080781"
"CASTILLA - LA MANCHA","Igualdad de género","5.a.1b.2","Porcentaje de mujeres titulares de explotaciones agrícolas en propiedad, respecto al total de titulares de explotaciones agrícolas en propiedad",2014,"31,433451822"
"CASTILLA - LA MANCHA","Igualdad de género","5.a.1b.2","Porcentaje de mujeres titulares de explotaciones agrícolas en propiedad, respecto al total de titulares de explotaciones agrícolas en propiedad",2017,"33,579731862"
"CASTILLA - LA MANCHA","Igualdad de género","5.a.1b.3","Porcentaje de mujeres titulares de explotaciones agrícolas en arrendamiento, respecto al total de titulares de explotaciones agrícolas en arrendamiento",2010,"30,206601757"
"CASTILLA - LA MANCHA","Igualdad de género","5.a.1b.3","Porcentaje de mujeres titulares de explotaciones agrícolas en arrendamiento, respecto al total de titulares de explotaciones agrícolas en arrendamiento",2014,"28,641728964"
"CASTILLA - LA MANCHA","Igualdad de género","5.a.1b.3","Porcentaje de mujeres titulares de explotaciones agrícolas en arrendamiento, respecto al total de titulares de explotaciones agrícolas en arrendamiento",2017,"21,21487111"
"CASTILLA - LA MANCHA","Trabajo decente y crecimiento económico","8.5.1.2","Ingreso medio por hora de mujeres",2010,"12,09"
"CASTILLA - LA MANCHA","Trabajo decente y crecimiento económico","8.5.1.2","Ingreso medio por hora de mujeres",2011,"12,1"
"CASTILLA - LA MANCHA","Trabajo decente y crecimiento económico","8.5.1.2","Ingreso medio por hora de mujeres",2012,"11,88"
"CASTILLA - LA MANCHA","Trabajo decente y crecimiento económico","8.5.1.2","Ingreso medio por hora de mujeres",2013,"12,03"
"CASTILLA - LA MANCHA","Trabajo decente y crecimiento económico","8.5.1.2","Ingreso medio por hora de mujeres",2014,"12,8"
"CASTILLA - LA MANCHA","Trabajo decente y crecimiento económico","8.5.1.2","Ingreso medio por hora de mujeres",2015,"12,92"
"CASTILLA - LA MANCHA","Trabajo decente y crecimiento económico","8.5.1.2","Ingreso medio por hora de mujeres",2016,"12,64"
"CASTILLA - LA MANCHA","Trabajo decente y crecimiento económico","8.5.1.2","Ingreso medio por hora de mujeres",2017,"12,68"
"CASTILLA - LA MANCHA","Trabajo decente y crecimiento económico","8.5.1.3","Ingreso medio por hora de hombres",2010,"13,38"
"CASTILLA - LA MANCHA","Trabajo decente y crecimiento económico","8.5.1.3","Ingreso medio por hora de hombres",2011,"13,71"
"CASTILLA - LA MANCHA","Trabajo decente y crecimiento económico","8.5.1.3","Ingreso medio por hora de hombres",2012,"13,82"
"CASTILLA - LA MANCHA","Trabajo decente y crecimiento económico","8.5.1.3","Ingreso medio por hora de hombres",2013,"14,15"
"CASTILLA - LA MANCHA","Trabajo decente y crecimiento económico","8.5.1.3","Ingreso medio por hora de hombres",2014,"13,93"
"CASTILLA - LA MANCHA","Trabajo decente y crecimiento económico","8.5.1.3","Ingreso medio por hora de hombres",2015,"13,94"
"CASTILLA - LA MANCHA","Trabajo decente y crecimiento económico","8.5.1.3","Ingreso medio por hora de hombres",2016,"13,93"
"CASTILLA - LA MANCHA","Trabajo decente y crecimiento económico","8.5.1.3","Ingreso medio por hora de hombres",2017,"14,05"
"CASTILLA - LA MANCHA","Trabajo decente y crecimiento económico","8.9.1.1","Tasa de crecimiento del PIB generado por el turismo",2017,"10,104453766"
"CASTILLA - LA MANCHA","Trabajo decente y crecimiento económico","8.9.1.1","Tasa de crecimiento del PIB generado por el turismo",2018,"0,625215891"
"CASTILLA - LA MANCHA","Trabajo decente y crecimiento económico","8.9.1.2","PIB generado por el turismo en proporción al PIB total",2016,"4,451938115"
"CASTILLA - LA MANCHA","Trabajo decente y crecimiento económico","8.9.1.2","PIB generado por el turismo en proporción al PIB total",2017,"4,705415946"
"CASTILLA - LA MANCHA","Trabajo decente y crecimiento económico","8.9.1.2","PIB generado por el turismo en proporción al PIB total",2018,"4,570925315"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.4.1.1","Emisiones de CO2 de las unidades residentes por PIB",2010,"0,46780013"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.4.1.1","Emisiones de CO2 de las unidades residentes por PIB",2011,"0,457782241"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.4.1.1","Emisiones de CO2 de las unidades residentes por PIB",2012,"0,457022586"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.4.1.1","Emisiones de CO2 de las unidades residentes por PIB",2013,"0,398380846"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.4.1.1","Emisiones de CO2 de las unidades residentes por PIB",2014,"0,395604538"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.4.1.1","Emisiones de CO2 de las unidades residentes por PIB",2015,"0,388658511"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.4.1.1","Emisiones de CO2 de las unidades residentes por PIB",2016,"0,362266513"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.4.1.1","Emisiones de CO2 de las unidades residentes por PIB",2017,"0,362303042"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.4.1.1","Emisiones de CO2 de las unidades residentes por PIB",2018,"0,368803364"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.4.1.2","Emisiones de CO2 de las unidades residentes por unidad de valor añadido. Industria Manufacturera",2010,"1,053905948"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.4.1.2","Emisiones de CO2 de las unidades residentes por unidad de valor añadido. Industria Manufacturera",2011,"0,992073783"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.4.1.2","Emisiones de CO2 de las unidades residentes por unidad de valor añadido. Industria Manufacturera",2012,"0,954568391"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.4.1.2","Emisiones de CO2 de las unidades residentes por unidad de valor añadido. Industria Manufacturera",2013,"0,895327376"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.4.1.2","Emisiones de CO2 de las unidades residentes por unidad de valor añadido. Industria Manufacturera",2014,"0,876789155"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.4.1.2","Emisiones de CO2 de las unidades residentes por unidad de valor añadido. Industria Manufacturera",2015,"0,805056151"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.4.1.2","Emisiones de CO2 de las unidades residentes por unidad de valor añadido. Industria Manufacturera",2016,"0,797429396"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.4.1.2","Emisiones de CO2 de las unidades residentes por unidad de valor añadido. Industria Manufacturera",2017,"0,719736876"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.4.1.2","Emisiones de CO2 de las unidades residentes por unidad de valor añadido. Industria Manufacturera",2018,"0,783188925"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.5.1.1","Gastos en investigación y desarrollo en proporción al PIB",2010,"0,66"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.5.1.1","Gastos en investigación y desarrollo en proporción al PIB",2011,"0,68"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.5.1.1","Gastos en investigación y desarrollo en proporción al PIB",2012,"0,62"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.5.1.1","Gastos en investigación y desarrollo en proporción al PIB",2013,"0,56"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.5.1.1","Gastos en investigación y desarrollo en proporción al PIB",2014,"0,55"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.5.1.1","Gastos en investigación y desarrollo en proporción al PIB",2015,"0,55"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.5.1.1","Gastos en investigación y desarrollo en proporción al PIB",2016,"0,56"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.5.1.1","Gastos en investigación y desarrollo en proporción al PIB",2017,"0,57"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.5.1.1","Gastos en investigación y desarrollo en proporción al PIB",2018,"0,53"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.5.2.1","Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes",2010,"939,410666776"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.5.2.1","Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes",2011,"932,289331565"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.5.2.1","Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes",2012,"828,853889554"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.5.2.1","Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes",2013,"686,460087119"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.5.2.1","Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes",2014,"740,334110409"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.5.2.1","Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes",2015,"712,402314273"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.5.2.1","Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes",2016,"833,617600867"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.5.2.1","Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes",2017,"859,542620033"
"CASTILLA - LA MANCHA","Industria, tinnovación e infraestructura","9.5.2.1","Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes",2018,"808,714154837"
"CASTILLA Y LEÓN","Salud y bienestar","3.1.2.1","Proporción de partos atendidos por personal sanitario especializado",2010,"99,950273496"
"CASTILLA Y LEÓN","Salud y bienestar","3.1.2.1","Proporción de partos atendidos por personal sanitario especializado",2011,"99,943531828"
"CASTILLA Y LEÓN","Salud y bienestar","3.1.2.1","Proporción de partos atendidos por personal sanitario especializado",2012,"99,893065284"
"CASTILLA Y LEÓN","Salud y bienestar","3.1.2.1","Proporción de partos atendidos por personal sanitario especializado",2013,"99,920059384"
"CASTILLA Y LEÓN","Salud y bienestar","3.1.2.1","Proporción de partos atendidos por personal sanitario especializado",2014,"99,908743512"
"CASTILLA Y LEÓN","Salud y bienestar","3.1.2.1","Proporción de partos atendidos por personal sanitario especializado",2015,"99,917801785"
"CASTILLA Y LEÓN","Salud y bienestar","3.1.2.1","Proporción de partos atendidos por personal sanitario especializado",2016,"99,926645883"
"CASTILLA Y LEÓN","Salud y bienestar","3.1.2.1","Proporción de partos atendidos por personal sanitario especializado",2017,"99,92777413"
"CASTILLA Y LEÓN","Salud y bienestar","3.1.2.1","Proporción de partos atendidos por personal sanitario especializado",2018,"99,932519063"
"CASTILLA Y LEÓN","Fin de la pobreza","1.2.1.1",,2010,"19,5"
"CASTILLA Y LEÓN","Fin de la pobreza","1.2.1.1",,2011,"17,6"
"CASTILLA Y LEÓN","Fin de la pobreza","1.2.1.1",,2012,"15,9"
"CASTILLA Y LEÓN","Fin de la pobreza","1.2.1.1",,2013,"17,5"
"CASTILLA Y LEÓN","Fin de la pobreza","1.2.1.1",,2014,"20,4"
"CASTILLA Y LEÓN","Fin de la pobreza","1.2.1.1",,2015,"18,3"
"CASTILLA Y LEÓN","Fin de la pobreza","1.2.1.1",,2016,"17,7"
"CASTILLA Y LEÓN","Fin de la pobreza","1.2.1.1",,2017,"15,4"
"CASTILLA Y LEÓN","Fin de la pobreza","1.2.1.1",,2018,"16,1"
"CASTILLA Y LEÓN","Fin de la pobreza","1.2.1.1_1","Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma",2010,"19,55"
"CASTILLA Y LEÓN","Fin de la pobreza","1.2.1.1_1","Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma",2011,"19,07"
"CASTILLA Y LEÓN","Fin de la pobreza","1.2.1.1_1","Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma",2012,"18,42"
"CASTILLA Y LEÓN","Fin de la pobreza","1.2.1.1_1","Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma",2013,"19,09"
"CASTILLA Y LEÓN","Fin de la pobreza","1.2.1.1_1","Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma",2014,"21,63"
"CASTILLA Y LEÓN","Fin de la pobreza","1.2.1.1_1","Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma",2015,"19,27"
"CASTILLA Y LEÓN","Fin de la pobreza","1.2.1.1_1","Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma",2016,"18,34"
"CASTILLA Y LEÓN","Fin de la pobreza","1.2.1.1_1","Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma",2017,"19,63"
"CASTILLA Y LEÓN","Fin de la pobreza","1.2.1.1_1","Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma",2018,"18,4"
"CASTILLA Y LEÓN","Fin de la pobreza","1.2.1.2",,2010,"16,8428"
"CASTILLA Y LEÓN","Fin de la pobreza","1.2.1.2",,2011,"13,562"
"CASTILLA Y LEÓN","Fin de la pobreza","1.2.1.2",,2012,"14,03"
"CASTILLA Y LEÓN","Fin de la pobreza","1.2.1.2",,2013,"14,8995"
"CASTILLA Y LEÓN","Fin de la pobreza","1.2.1.2",,2014,"17,0191"
"CASTILLA Y LEÓN","Fin de la pobreza","1.2.1.2",,2015,"15,911"
"CASTILLA Y LEÓN","Fin de la pobreza","1.2.1.2",,2016,"16,4304"
