CA,ODS,Indicador,Descripción,Year,Value
CATALUÑA ,"Industria, tinnovación e infraestructura",9.5.2.1,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,2012,3404.37
CATALUÑA ,"Industria, tinnovación e infraestructura",9.5.2.1,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,2013,3426.23
CATALUÑA ,"Industria, tinnovación e infraestructura",9.5.2.1,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,2014,3442.62
CATALUÑA ,"Industria, tinnovación e infraestructura",9.5.2.1,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,2015,3569.78
CATALUÑA ,"Industria, tinnovación e infraestructura",9.5.2.1,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,2016,3713.92
CATALUÑA ,"Industria, tinnovación e infraestructura",9.5.2.1,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,2017,3881.91
CATALUÑA ,"Industria, tinnovación e infraestructura",9.5.2.1,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,2018,4043.43
COMUNITAT VALENCIANA,Salud y bienestar,3.1.2.1,Proporción de partos atendidos por personal sanitario especializado,2010,99.95
COMUNITAT VALENCIANA,Salud y bienestar,3.1.2.1,Proporción de partos atendidos por personal sanitario especializado,2011,99.95
COMUNITAT VALENCIANA,Salud y bienestar,3.1.2.1,Proporción de partos atendidos por personal sanitario especializado,2012,99.96
COMUNITAT VALENCIANA,Salud y bienestar,3.1.2.1,Proporción de partos atendidos por personal sanitario especializado,2013,99.94
COMUNITAT VALENCIANA,Salud y bienestar,3.1.2.1,Proporción de partos atendidos por personal sanitario especializado,2014,99.95
COMUNITAT VALENCIANA,Salud y bienestar,3.1.2.1,Proporción de partos atendidos por personal sanitario especializado,2015,99.95
COMUNITAT VALENCIANA,Salud y bienestar,3.1.2.1,Proporción de partos atendidos por personal sanitario especializado,2016,99.94
COMUNITAT VALENCIANA,Salud y bienestar,3.1.2.1,Proporción de partos atendidos por personal sanitario especializado,2017,99.96
COMUNITAT VALENCIANA,Salud y bienestar,3.1.2.1,Proporción de partos atendidos por personal sanitario especializado,2018,99.93
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.1,,2010,22.70
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.1,,2011,22.00
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.1,,2012,25.00
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.1,,2013,23.60
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.1,,2014,26.20
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.1,,2015,25.30
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.1,,2016,24.40
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.1,,2017,25.60
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.1,,2018,26.00
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.1_1,Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma,2010,19.90
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.1_1,Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma,2011,18.90
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.1_1,Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma,2012,23.10
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.1_1,Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma,2013,17.30
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.1_1,Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma,2014,20.50
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.1_1,Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma,2015,18.50
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.1_1,Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma,2016,19.00
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.1_1,Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma,2017,22.90
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.1_1,Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma,2018,22.80
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.2,,2010,18.10
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.2,,2011,17.77
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.2,,2012,22.52
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.2,,2013,20.87
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.2,,2014,24.43
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.2,,2015,23.02
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.2,,2016,23.13
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.2,,2017,24.23
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.2,,2018,22.99
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.2_1,,2010,15.19
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.2_1,,2011,16.66
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.2_1,,2012,20.94
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.2_1,,2013,17.80
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.2_1,,2014,19.82
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.2_1,,2015,17.29
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.2_1,,2016,17.23
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.2_1,,2017,19.72
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.1.2_1,,2018,20.26
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.1,Población en riesgo de pobreza o exclusión social: indicador AROPE,2010,29.60
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.1,Población en riesgo de pobreza o exclusión social: indicador AROPE,2011,27.90
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.1,Población en riesgo de pobreza o exclusión social: indicador AROPE,2012,30.60
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.1,Población en riesgo de pobreza o exclusión social: indicador AROPE,2013,31.70
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.1,Población en riesgo de pobreza o exclusión social: indicador AROPE,2014,34.70
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.1,Población en riesgo de pobreza o exclusión social: indicador AROPE,2015,32.90
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.1,Población en riesgo de pobreza o exclusión social: indicador AROPE,2016,30.50
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.1,Población en riesgo de pobreza o exclusión social: indicador AROPE,2017,31.30
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.1,Población en riesgo de pobreza o exclusión social: indicador AROPE,2018,30.20
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.1_1,"Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma",2010,27.50
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.1_1,"Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma",2011,25.70
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.1_1,"Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma",2012,28.90
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.1_1,"Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma",2013,26.50
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.1_1,"Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma",2014,31.20
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.1_1,"Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma",2015,27.70
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.1_1,"Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma",2016,26.20
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.1_1,"Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma",2017,29.20
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.1_1,"Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma",2018,27.60
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.2,Población con carencia material severa,2010,5.60
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.2,Población con carencia material severa,2011,3.90
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.2,Población con carencia material severa,2012,6.40
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.2,Población con carencia material severa,2013,7.10
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.2,Población con carencia material severa,2014,11.30
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.2,Población con carencia material severa,2015,6.70
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.2,Población con carencia material severa,2016,7.50
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.2,Población con carencia material severa,2017,7.40
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.2,Población con carencia material severa,2018,2.90
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.3,Población viviendo en hogares con baja intensidad de trabajo,2010,13.50
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.3,Población viviendo en hogares con baja intensidad de trabajo,2011,14.70
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.3,Población viviendo en hogares con baja intensidad de trabajo,2012,15.00
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.3,Población viviendo en hogares con baja intensidad de trabajo,2013,16.90
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.3,Población viviendo en hogares con baja intensidad de trabajo,2014,18.10
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.3,Población viviendo en hogares con baja intensidad de trabajo,2015,18.10
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.3,Población viviendo en hogares con baja intensidad de trabajo,2016,14.60
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.3,Población viviendo en hogares con baja intensidad de trabajo,2017,13.60
COMUNITAT VALENCIANA,Fin de la pobreza,1.2.2.3,Población viviendo en hogares con baja intensidad de trabajo,2018,10.70
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.1.1.1,"Tasas de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población, cogiendo el 40% más pobre de cada Comunidad Autónoma",2015,-3.35
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.1.1.1,"Tasas de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población, cogiendo el 40% más pobre de cada Comunidad Autónoma",2016,-1.78
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.1.1.1,"Tasas de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población, cogiendo el 40% más pobre de cada Comunidad Autónoma",2017,0.11
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.1.1.1,"Tasas de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población, cogiendo el 40% más pobre de cada Comunidad Autónoma",2018,3.15
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.1.1.2,Tasas de crecimiento per cápita de los gastos de los hogares de la población total,2011,-1.29
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.1.1.2,Tasas de crecimiento per cápita de los gastos de los hogares de la población total,2012,-2.26
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.1.1.2,Tasas de crecimiento per cápita de los gastos de los hogares de la población total,2013,-2.39
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.1.1.2,Tasas de crecimiento per cápita de los gastos de los hogares de la población total,2014,-1.74
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.1.1.2,Tasas de crecimiento per cápita de los gastos de los hogares de la población total,2015,-0.66
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.1.1.2,Tasas de crecimiento per cápita de los gastos de los hogares de la población total,2016,0.61
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.1.1.2,Tasas de crecimiento per cápita de los gastos de los hogares de la población total,2017,1.20
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.1.1.2,Tasas de crecimiento per cápita de los gastos de los hogares de la población total,2018,2.87
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.1.1.3,Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,2011,-0.82
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.1.1.3,Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,2012,-1.81
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.1.1.3,Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,2013,-2.63
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.1.1.3,Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,2014,-1.75
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.1.1.3,Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,2015,-0.64
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.1.1.3,Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,2016,0.20
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.1.1.3,Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,2017,0.29
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.1.1.3,Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,2018,3.27
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.1.1.4,Tasas de crecimiento per cápita de los ingresos de los hogares de la población total,2015,-2.93
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.1.1.4,Tasas de crecimiento per cápita de los ingresos de los hogares de la población total,2016,-1.97
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.1.1.4,Tasas de crecimiento per cápita de los ingresos de los hogares de la población total,2017,-0.33
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.1.1.4,Tasas de crecimiento per cápita de los ingresos de los hogares de la población total,2018,1.77
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.2.1.1,Proporción de personas que viven por debajo del 50% de la mediana de los ingresos,2010,16.30
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.2.1.1,Proporción de personas que viven por debajo del 50% de la mediana de los ingresos,2011,14.40
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.2.1.1,Proporción de personas que viven por debajo del 50% de la mediana de los ingresos,2012,18.70
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.2.1.1,Proporción de personas que viven por debajo del 50% de la mediana de los ingresos,2013,15.50
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.2.1.1,Proporción de personas que viven por debajo del 50% de la mediana de los ingresos,2014,17.20
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.2.1.1,Proporción de personas que viven por debajo del 50% de la mediana de los ingresos,2015,16.40
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.2.1.1,Proporción de personas que viven por debajo del 50% de la mediana de los ingresos,2016,17.60
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.2.1.1,Proporción de personas que viven por debajo del 50% de la mediana de los ingresos,2017,19.90
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.2.1.1,Proporción de personas que viven por debajo del 50% de la mediana de los ingresos,2018,17.50
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.2.1.1_1,"Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma",2010,14.80
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.2.1.1_1,"Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma",2011,12.90
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.2.1.1_1,"Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma",2012,15.80
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.2.1.1_1,"Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma",2013,12.70
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.2.1.1_1,"Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma",2014,13.00
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.2.1.1_1,"Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma",2015,12.00
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.2.1.1_1,"Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma",2016,15.20
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.2.1.1_1,"Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma",2017,18.10
COMUNITAT VALENCIANA,Reducción de las desigualdades,10.2.1.1_1,"Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma",2018,14.80
COMUNITAT VALENCIANA,Ciudades y comunidades sostenibles,11.1.1.1,,2010,16.45
COMUNITAT VALENCIANA,Ciudades y comunidades sostenibles,11.1.1.1,,2011,12.19
COMUNITAT VALENCIANA,Ciudades y comunidades sostenibles,11.1.1.1,,2012,8.51
COMUNITAT VALENCIANA,Ciudades y comunidades sostenibles,11.1.1.1,,2013,11.25
COMUNITAT VALENCIANA,Ciudades y comunidades sostenibles,11.1.1.1,,2014,12.10
COMUNITAT VALENCIANA,Ciudades y comunidades sostenibles,11.1.1.1,,2015,13.46
COMUNITAT VALENCIANA,Ciudades y comunidades sostenibles,11.1.1.1,,2016,15.60
COMUNITAT VALENCIANA,Ciudades y comunidades sostenibles,11.1.1.1,,2017,13.31
COMUNITAT VALENCIANA,Ciudades y comunidades sostenibles,11.1.1.1,,2018,13.42
COMUNITAT VALENCIANA,Ciudades y comunidades sostenibles,11.1.1.2,,2010,9.13
COMUNITAT VALENCIANA,Ciudades y comunidades sostenibles,11.1.1.2,,2011,9.21
COMUNITAT VALENCIANA,Ciudades y comunidades sostenibles,11.1.1.2,,2012,11.47
COMUNITAT VALENCIANA,Ciudades y comunidades sostenibles,11.1.1.2,,2013,10.99
COMUNITAT VALENCIANA,Ciudades y comunidades sostenibles,11.1.1.2,,2014,9.41
COMUNITAT VALENCIANA,Ciudades y comunidades sostenibles,11.1.1.2,,2015,11.45
COMUNITAT VALENCIANA,Ciudades y comunidades sostenibles,11.1.1.2,,2016,11.12
COMUNITAT VALENCIANA,Ciudades y comunidades sostenibles,11.1.1.2,,2017,11.17
COMUNITAT VALENCIANA,Ciudades y comunidades sostenibles,11.1.1.2,,2018,9.31
COMUNITAT VALENCIANA,Ciudades y comunidades sostenibles,11.5.1.1,Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,2010,0.12
COMUNITAT VALENCIANA,Ciudades y comunidades sostenibles,11.5.1.1,Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,2011,0.10
COMUNITAT VALENCIANA,Ciudades y comunidades sostenibles,11.5.1.1,Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,2012,0.10
COMUNITAT VALENCIANA,Ciudades y comunidades sostenibles,11.5.1.1,Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,2013,0.02
COMUNITAT VALENCIANA,Ciudades y comunidades sostenibles,11.5.1.1,Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,2014,0.02
COMUNITAT VALENCIANA,Ciudades y comunidades sostenibles,11.5.1.1,Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,2015,0.04
COMUNITAT VALENCIANA,Ciudades y comunidades sostenibles,11.5.1.1,Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,2016,0.14
COMUNITAT VALENCIANA,Ciudades y comunidades sostenibles,11.5.1.1,Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,2017,0.08
COMUNITAT VALENCIANA,Ciudades y comunidades sostenibles,11.5.1.1,Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes,2018,0.18
COMUNITAT VALENCIANA,Acción por el clima,13.1.2.1,,2010,0.12
COMUNITAT VALENCIANA,Acción por el clima,13.1.2.1,,2011,0.10
COMUNITAT VALENCIANA,Acción por el clima,13.1.2.1,,2012,0.10
COMUNITAT VALENCIANA,Acción por el clima,13.1.2.1,,2013,0.02
COMUNITAT VALENCIANA,Acción por el clima,13.1.2.1,,2014,0.02
COMUNITAT VALENCIANA,Acción por el clima,13.1.2.1,,2015,0.04
COMUNITAT VALENCIANA,Acción por el clima,13.1.2.1,,2016,0.14
COMUNITAT VALENCIANA,Acción por el clima,13.1.2.1,,2017,0.08
COMUNITAT VALENCIANA,Acción por el clima,13.1.2.1,,2018,0.18
COMUNITAT VALENCIANA,Acción por el clima,13.2.1.1,Total de Emisiones de Gases Efecto Invernadero de las unidades residentes per capita,2017,5.23
COMUNITAT VALENCIANA,Acción por el clima,13.2.1.1,Total de Emisiones de Gases Efecto Invernadero de las unidades residentes per capita,2018,5.25
COMUNITAT VALENCIANA,Acción por el clima,13.2.1.2,Total de Emisiones de Gases Efecto Invernadero de las unidades residentes por PIB,2017,0.24
COMUNITAT VALENCIANA,Acción por el clima,13.2.1.2,Total de Emisiones de Gases Efecto Invernadero de las unidades residentes por PIB,2018,0.24
COMUNITAT VALENCIANA,"Paz, justicia e instituciones sólidas",16.1.4.1,Proporción de la población que se siente segura al caminar sola en su zona de residencia ,2013,78.20
COMUNITAT VALENCIANA,Hambre cero,2.2.2.1,"Proporción de menores de 2 a 17 años con obesidad, sobrepeso o peso insuficiente",2011,38.72
COMUNITAT VALENCIANA,Hambre cero,2.2.2.1,"Proporción de menores de 2 a 17 años con obesidad, sobrepeso o peso insuficiente",2012,38.72
COMUNITAT VALENCIANA,Hambre cero,2.2.2.1,"Proporción de menores de 2 a 17 años con obesidad, sobrepeso o peso insuficiente",2017,40.19
COMUNITAT VALENCIANA,Salud y bienestar,3.8.1.1,,2015,1.30
COMUNITAT VALENCIANA,Salud y bienestar,3.8.1.1,,2016,1.66
COMUNITAT VALENCIANA,Salud y bienestar,3.8.1.1,,2017,0.23
COMUNITAT VALENCIANA,Salud y bienestar,3.8.1.1,,2018,0.14
COMUNITAT VALENCIANA,Salud y bienestar,3.a.1.1,Porcentaje de fumadores diarios. Población de 15 y más años.,2011,27.56
COMUNITAT VALENCIANA,Salud y bienestar,3.a.1.1,Porcentaje de fumadores diarios. Población de 15 y más años.,2012,27.56
COMUNITAT VALENCIANA,Salud y bienestar,3.a.1.1,Porcentaje de fumadores diarios. Población de 15 y más años.,2014,21.96
COMUNITAT VALENCIANA,Salud y bienestar,3.a.1.1,Porcentaje de fumadores diarios. Población de 15 y más años.,2017,24.76
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.1,,2010,43.94
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.1,,2011,44.86
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.1,,2012,45.71
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.1,,2013,46.58
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.1,,2014,47.49
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.1,,2015,48.39
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.1,,2016,49.54
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.1,,2017,50.57
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.1,,2018,51.56
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,2010,49.22
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,2011,50.28
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,2012,50.74
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,2013,50.75
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,2014,51.67
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,2015,53.86
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,2016,55.45
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,2017,56.82
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,2018,57.21
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,2010,5.58
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,2011,5.87
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,2012,6.11
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,2013,6.68
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,2014,6.96
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,2015,7.34
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,2016,7.64
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,2017,7.95
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,2018,8.18
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,2010,13.41
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,2011,13.34
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,2012,13.31
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,2013,13.59
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,2014,13.92
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,2015,14.29
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,2016,14.74
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,2017,15.06
COMUNITAT VALENCIANA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,2018,15.48
COMUNITAT VALENCIANA,Educación de calidad,4.3.1.1,Personas entre 18 y 64 años de edad que han realizado actividades educativas en los últimos 12 meses según tipo de educación,2011,39.17
COMUNITAT VALENCIANA,Educación de calidad,4.3.1.1,Personas entre 18 y 64 años de edad que han realizado actividades educativas en los últimos 12 meses según tipo de educación,2016,47.17
COMUNITAT VALENCIANA,Educación de calidad,4.3.1.2,,2010,12.15
COMUNITAT VALENCIANA,Educación de calidad,4.3.1.2,,2011,12.00
